,State,Total_posterior,Total_prior,Total_std,ONG_max,ONG_prior,ONG_std,ONG_min,ONG_posterior,Total_min,Total_max,Total_ExclSoilAbs_posterior,Total_ExclSoilAbs_prior,Total_ExclSoilAbs_std,Total_ExclSoilAbs_min,Total_ExclSoilAbs_max,Oil_posterior,Oil_prior,Oil_std,Oil_min,Oil_max,Gas_posterior,Gas_prior,Gas_std,Gas_min,Gas_max,Coal_posterior,Coal_prior,Coal_std,Coal_min,Coal_max,Livestock_posterior,Livestock_prior,Livestock_std,Livestock_min,Livestock_max,Landfills_posterior,Landfills_prior,Landfills_std,Landfills_min,Landfills_max,Wastewater_posterior,Wastewater_prior,Wastewater_std,Wastewater_min,Wastewater_max,Rice_posterior,Rice_prior,Rice_std,Rice_min,Rice_max,OtherAnth_posterior,OtherAnth_prior,OtherAnth_std,OtherAnth_min,OtherAnth_max,BiomassBurn_posterior,BiomassBurn_prior,BiomassBurn_std,BiomassBurn_min,BiomassBurn_max,Reservoirs_posterior,Reservoirs_prior,Reservoirs_std,Reservoirs_min,Reservoirs_max,Wetlands_posterior,Wetlands_prior,Wetlands_std,Wetlands_min,Wetlands_max,Termites_posterior,Termites_prior,Termites_std,Termites_min,Termites_max,Lakes_posterior,Lakes_prior,Lakes_std,Lakes_min,Lakes_max,Seeps_posterior,Seeps_prior,Seeps_std,Seeps_min,Seeps_max,SoilAbsorb_posterior,SoilAbsorb_prior,SoilAbsorb_std,SoilAbsorb_min,SoilAbsorb_max,Year
0,Alabama,1.0035699892546708,0.9041075877599749,0.06721855397018613,0.14671959673707852,0.12607288271715672,0.011499414092945,0.10178725047970132,0.12744001774709102,0.8389472051686577,1.1470226590118187,1.0374421955567819,0.9379798791467705,0.06721854936535082,0.8728194398828206,1.1808948483387507,0.000577992369214624,0.0008858689989793006,0.00023609028877198882,-3.549245198679947e-05,0.0008263554778103038,0.1268620253778764,0.12518701371817742,0.011263323804173012,0.10182274293168811,0.14589324125926822,0.1832648140035681,0.1859972138933222,0.017981413738066096,0.14664766634471355,0.21591624408825316,0.11082779155132322,0.0984792272366021,0.0036017579984382606,0.10217670564551297,0.12042393408476267,0.1946825723753007,0.15922949631411515,0.009501508746760761,0.1808494188162912,0.2255168556246919,0.03543646132625851,0.034523155586470566,0.001674256042245874,0.03234794131409127,0.03930956693537587,0.0,0.0,0.0,0.0,0.0,0.011326561880839102,0.010455876443439068,0.0007552216207145361,0.009496551640698231,0.012858543070584403,0.003770611950765605,0.003574928026829746,0.00018643439065773985,0.003258890597116869,0.004140971120259394,0.1966353495665386,0.12991308890244518,0.009762210622432344,0.1738676470908116,0.2294937158915472,0.16032127659163856,0.17769800342822795,0.026384024891807495,0.09041746455028118,0.18643010659747253,0.011168105030901642,0.009773967285553485,0.0003033089770952281,0.010643501881908265,0.012158083945689577,0.0,0.0,0.0,0.0,0.0,0.002568537438570163,0.002262149572679141,0.000146407268274786,0.002226115323005444,0.0029432214740482917,-0.03387260940387463,-0.03387260940387464,0.0,-0.03387260940387464,-0.03387260940387464,2022
1,Arizona,0.03200842441689858,0.16163264658685172,0.05404934964100662,0.03931868187458405,0.04677288090722862,0.008550169532617233,0.0065191521892631644,0.027061127631572476,-0.10002027660248097,0.11112112020448511,0.15368878394940122,0.28331300661917797,0.05404934929335207,0.02166008249763341,0.2328014796409799,3.2716695830798204e-06,5.805628799465065e-06,1.6008016550894394e-06,-7.361609110531562e-07,5.090593556390996e-06,0.027057855961989397,0.04676707527842915,0.008548568730962144,0.0065198883501742175,0.03931359128102766,0.0004915170686908739,0.0011672580582331536,0.0004275283078530726,-0.0006883055563118876,0.0009516595940636691,0.0640441429972607,0.11337552987357412,0.02083036502053566,0.01247494781657575,0.09426218069501771,0.03472668931618723,0.06691156959941394,0.010612653559110022,0.012058723540411612,0.05332144054566106,0.004941092143185525,0.008195026175850285,0.0007319339066682336,0.003799137538860574,0.0066536231237650095,0.0,0.0,0.0,0.0,0.0,0.003213560758111445,0.005882031051654615,0.000861388109494117,0.0013477075365189147,0.004737325476896875,0.0006892180826773624,0.0021695224833307215,0.00136910583679201,-0.003299071680140659,0.0018400799655036363,0.006759667113443902,0.018015326890641246,0.004969391144467999,-0.005353492153422178,0.013590567425217378,0.003309130037860733,0.006499166560078599,0.0022985357085131227,-0.0031788877431487114,0.005575982980137276,0.007925365652853676,0.013376648803446517,0.0035505295226627934,-0.0018248435094120371,0.011706822640456962,0.0,0.0,0.0,0.0,0.0,0.0005273161781673601,0.0009481137453258996,0.0003522653767108483,-0.000483612384298379,0.0008431687778537682,-0.1216803601166381,-0.12168036011663812,1.3877787807814457e-17,-0.12168036011663812,-0.12168036011663812,2022
2,Arkansas,0.9226503761342743,0.8236699946554867,0.05913814461859346,0.23844378343844994,0.13554185772814606,0.018165239990948365,0.15530906359068714,0.1842413093473814,0.7981314749658993,1.0833904380323245,0.9599753978070611,0.8609949559318202,0.059138165257604396,0.8354564835662567,1.1207155794499835,0.006864157732704847,0.0066164192584651825,0.0006582117997552416,0.005191929790119751,0.007613560187263948,0.17737715161467654,0.12892543846968088,0.017507028191193125,0.15011713380056738,0.230830223251186,0.015511172298456413,0.012552219672289752,0.0010841139040304645,0.013965542940415968,0.018675074297324866,0.15325592785208256,0.12900313017257406,0.006004299167859229,0.14409360211033492,0.17889313369351423,0.07505351314549832,0.057746650483040486,0.00762345535897656,0.06536735544733839,0.10126380834105198,0.01441391124065415,0.01353539242238339,0.0008953287766964523,0.012228260917689061,0.015941266834714658,0.17709262837852294,0.2041351784471497,0.031111217118277072,0.10354531606932865,0.2148993273516573,0.01010988829693759,0.009209953648054096,0.0004410209404569614,0.009240357082922543,0.011115539491659495,0.013885053615443812,0.013404718401425523,0.0010212431050143223,0.011486853158057173,0.015352075114397365,0.07870505874445562,0.0683971817857519,0.006284348448436708,0.06090801456796396,0.08937098760165146,0.2184876027059123,0.2006245473290012,0.011689973465524462,0.18917070333839003,0.2435548959467403,0.01323014632189861,0.011767570616375659,0.0005133665079155783,0.012284881999614715,0.014770425106967602,0.0,0.0,0.0,0.0,0.0,0.005989290966491518,0.005076729463043468,0.00024675826355828714,0.005655535103190648,0.007164699381103763,-0.037324906435176906,-0.03732490643517691,6.938893903907228e-18,-0.03732490643517691,-0.03732490643517691,2022
3,California,1.4775759457993394,1.708264250686516,0.23059754613109879,0.2258218468541872,0.22703541489190945,0.03098571196745673,0.11060498047467048,0.17483366561551572,0.9991029101716802,1.8486723874396678,1.6081880247848492,1.838876302634241,0.2305975105857537,1.1297150166801198,1.9792844355879873,0.08492049281525516,0.07702335888318115,0.005514250940897414,0.07390839487513114,0.09905788463012226,0.08991317280026057,0.1500120560087283,0.025471461026559315,0.03669658559953934,0.12676396222406497,0.0,0.0,0.0,0.0,0.0,0.9824960740194357,0.7740005250698946,0.07007700005184199,0.8214891748983124,1.1290734712452897,0.22807459519799267,0.3762443977646289,0.06751235399832552,0.10783179124196214,0.3305412427220546,0.026350970199196105,0.04812671989303947,0.008182488278231955,0.011096026645915734,0.03955603944827736,0.049724250762070925,0.14509681606816394,0.01710294222281063,0.022118200811590747,0.08872587204405245,0.021379402691768995,0.032884641441896824,0.005893653213235077,0.009014259228679277,0.030003564091550243,0.02033665961256909,0.02578045647939913,0.0018056308265893433,0.01653990741749182,0.022477898787671674,0.030017497018578136,0.06952184511888881,0.012386611759258924,0.008434870940212797,0.05006167891649142,0.041771458066514625,0.060798880535860446,0.008463503139580296,0.02598516426495354,0.05351121825862561,0.011705723695678977,0.016686305953295944,0.003712545965403504,0.0025417517675023534,0.016284820447967155,0.0,0.0,0.0,0.0,0.0,0.021497556948028664,0.06269992146636372,0.02645845460699648,-0.0470262541381436,0.050594583676106614,-0.13061201314571216,-0.13061201314571216,0.0,-0.13061201314571216,-0.13061201314571216,2022
4,Colorado,0.5567087468290006,0.7144936440490716,0.09151583907099516,0.3860182103563712,0.310286729183335,0.028392762768919787,0.27406545493732015,0.3176723230681594,0.35498840628030426,0.7079235511711064,0.6364330173666688,0.7942180556444242,0.091515840398574,0.43471268277905883,0.7876477959060958,0.04324930953824599,0.03743361666891214,0.004855654280286303,0.03522746833271456,0.0523227764311374,0.2744230135299134,0.27285311251442285,0.023537108488633485,0.2388379866046056,0.33369543392523376,0.017544165722462313,0.04110766442895882,0.007770463480108287,0.002180826780329067,0.030672640074964532,0.17746542794532805,0.24511649612463154,0.03405694193755116,0.09643431540396971,0.21653808600442254,0.053410288662744804,0.0776003937083959,0.010272458788782865,0.03387762049032637,0.06863667157314855,0.007862603091792406,0.012681126670699414,0.0024702474303181874,0.002385623166721332,0.010850928967261225,0.0,0.0,0.0,0.0,0.0,0.007593084054642725,0.01098678012443282,0.0018016483113698003,0.0034803956001178233,0.00994095079579897,0.00018486920808906873,0.0003593798093766793,7.81446914083237e-05,1.5888264730015024e-05,0.0002943194709803067,0.004049099802932741,0.008084259565115298,0.0013797483648513077,0.0013858264246809004,0.00634477331059398,0.015629872863294304,0.034329277186620086,0.012128824824579717,-0.015994263502858454,0.02851105807350921,0.010610032136214547,0.019120031335436303,0.004944173531699555,-0.0015512403478660773,0.016319756921789084,0.0,0.0,0.0,0.0,0.0,0.024411442173092296,0.034545941014466,0.006809560391279245,0.0082843052038082,0.03171473795369622,-0.07972450054811234,-0.07972450054811234,0.0,-0.07972450054811234,-0.07972450054811234,2022
5,Connecticut,0.04617293031767071,0.04799820130347163,0.00356947952616964,0.007305729271488822,0.007159422537095955,0.0007192290464084685,0.004661168001178495,0.006697926087280195,0.03620556711275281,0.04973477302469557,0.04826368472774972,0.050088954536559864,0.0035694792905642497,0.038296322404694154,0.05182552808613009,0.0,0.0,0.0,0.0,0.0,0.006697926087280195,0.007159422537095955,0.0007192290464084685,0.004661168001178495,0.007305729271488822,0.0,0.0,0.0,0.0,0.0,0.0032831171122369067,0.0031378490009432085,5.861295811759343e-05,0.003170042587601637,0.0034595379066180276,0.006573570212371509,0.006148434012097836,0.00023648955861134348,0.006249330832338224,0.007262918313937161,0.0029940006818748015,0.003177874154460176,0.0002926330544609521,0.002166250609697392,0.003247977624396957,0.0,0.0,0.0,0.0,0.0,0.002806909517765663,0.002972768279002899,0.00026876717913530717,0.002046174375760958,0.003041975041993654,3.378685179651256e-05,3.223889666297689e-05,5.436173330832698e-07,3.260464376070265e-05,3.56011113519567e-05,0.0,0.0,0.0,0.0,0.0,0.025500346947523952,0.02705878146961129,0.0024878896688275325,0.018462462858229015,0.027650149076703292,0.00037403860783362066,0.0004015976082926924,4.14054552887118e-05,0.00025638936514172424,0.00040792379064244483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020907292122870954,-0.0020907292122870954,4.336808689942018e-19,-0.0020907292122870954,-0.0020907292122870954,2022
6,Delaware,0.08468047568601934,0.0623399070322761,0.007366638892650611,0.001969254953325542,0.0011096202662473661,0.00014701176985376419,0.0013026655676341911,0.00157747125432177,0.07124741172501882,0.10417897135720067,0.08640847884547134,0.06406790969680343,0.007366637306973569,0.07297541663384978,0.10590697332240649,0.0,0.0,0.0,0.0,0.0,0.00157747125432177,0.0011096202662473661,0.00014701176985376419,0.0013026655676341911,0.001969254953325542,0.0,0.0,0.0,0.0,0.0,0.005416122353301044,0.0037494517960647766,0.0005274322935672294,0.004420687735953424,0.006730410118918658,0.013620966812447462,0.00904934324905123,0.0014407012782365013,0.01078285106765905,0.017181586294203802,0.006824064841318679,0.005362788432939979,0.000656211845535565,0.005841552853766867,0.008336492138512662,0.0,0.0,0.0,0.0,0.0,0.000783986831043852,0.0005235502493026865,8.041553003842592e-05,0.0006271061507852553,0.0009887527048976484,3.3050324090759773e-05,2.3432208033582065e-05,2.943597954644264e-06,2.7478041999359398e-05,4.1092347738123594e-05,0.0,0.0,0.0,0.0,0.0,0.057809947967610395,0.04399777659112882,0.004675560015589486,0.04939224934709271,0.07082328010208144,0.0003429408353118856,0.00025199850731288703,2.780323086380645e-05,0.0002899759419948217,0.00041963036954244145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017280225406101882,-0.001728022540610188,2.168404344971009e-19,-0.001728022540610188,-0.001728022540610188,2022
7,Florida,1.2653503999027422,1.0960845159222303,0.09160999624177925,0.05280042953713474,0.03972465877879245,0.0032506279463712408,0.04024639101466151,0.044429562801365126,1.1132706472864837,1.4753774033769282,1.282180643959836,1.11291477426895,0.09160999944699866,1.1301009015270804,1.4922076271395828,2.173780070865092e-05,1.9915143256249506e-05,2.518027892485802e-06,1.9835350830856075e-05,2.953267543740587e-05,0.04440782500065647,0.0397047436355362,0.003248109918478755,0.040226555663830654,0.052770896861697336,0.0,0.0,0.0,0.0,0.0,0.15509060319116716,0.1431917183812185,0.007647359427145757,0.14477136773399935,0.17455968777881947,0.3827844462165988,0.24515370086703692,0.06841849139698124,0.26651179149759124,0.596141766622295,0.016242422203967297,0.014426525502708707,0.00179217006738746,0.014602191264488749,0.021459420711590134,0.0,0.0,0.0,0.0,0.0,0.01658295207925538,0.01453056030672849,0.001768187747941702,0.014751221837524668,0.02151728486315809,0.013714790647172858,0.01269447998688878,0.0009562657773290274,0.012653418070202817,0.016397200335964764,0.0012829220821861619,0.0015835717782548013,0.0001943673724516081,0.0008413499124361453,0.0015192000479848844,0.6458239033818745,0.6352727921783653,0.02100445147607735,0.6110724761734366,0.7037763871467491,0.006116941744804044,0.00622469409001591,5.4829010621481105e-05,0.005947346323670453,0.0062692504215954474,0.0,0.0,0.0,0.0,0.0,0.00011208130015812074,0.00011207830768566989,2.7393979794058986e-06,0.000108908331109692,0.00012150756277535922,-0.016830251274296708,-0.016830251274296708,0.0,-0.016830251274296708,-0.016830251274296708,2022
8,Georgia,1.1463740682577603,0.7599098037501493,0.1128626949661811,0.08651591406654108,0.03692154294170879,0.008755102751410816,0.04975327343915517,0.07050664676864021,0.9095956527389487,1.427512638147562,1.187721966596083,0.8012576580137659,0.11286271840993449,0.950943510029006,1.4688606036757088,0.0,0.0,0.0,0.0,0.0,0.07050664676864021,0.03692154294170879,0.008755102751410816,0.04975327343915517,0.08651591406654108,0.0,0.0,0.0,0.0,0.0,0.17920020625907235,0.12057516295267628,0.016453650819574134,0.14555724296696235,0.22277373929377692,0.42170075939315343,0.21217594301852954,0.06216527616894946,0.287155522266256,0.5711239960589536,0.027387443540641522,0.015719054950465883,0.0030959210666453574,0.02082069098283824,0.03397821614210571,1.0158828311951944e-14,4.861813461426206e-15,1.8186453415780253e-15,6.956368212987469e-15,1.5542802196426277e-14,0.02296338069329667,0.013353196698253746,0.0024999069646144253,0.017253659101284926,0.02898735757743159,0.00736884822142286,0.005628961422801339,0.0005562255062390322,0.006370314631984335,0.008784370267108153,0.12300277837655113,0.07410908011934399,0.01297573898691533,0.0948891943151817,0.14480447215180456,0.319057944780647,0.3124969040877058,0.015437690054862237,0.29388677585766226,0.35766420629059964,0.016175239724865315,0.010065536535699075,0.001606759847781661,0.012551990163197928,0.019658487149078425,0.0,0.0,0.0,0.0,0.0,0.00035856270228420414,0.00021223419189846552,5.856132693465575e-05,0.00026208067304838865,0.0006063187699295639,-0.04134788396439194,-0.041347883964391936,0.0,-0.041347883964391936,-0.041347883964391936,2022
9,Idaho,0.1646269332023973,0.4586292752027246,0.08342136214900951,0.011471469690387235,0.015394637648537518,0.003649830944501149,-0.002339780516309507,0.005771719317009676,0.010767883914560987,0.31774712329152904,0.23225371541653175,0.5262560895713664,0.08342136583092616,0.07839467182940449,0.3853739206652386,0.0,0.0,0.0,0.0,0.0,0.005771719317009676,0.015394637648537518,0.003649830944501149,-0.002339780516309507,0.011471469690387235,0.0,0.0,0.0,0.0,0.0,0.1448978210091406,0.3163874115835828,0.04233937667700021,0.06827641115126698,0.2297545114407975,0.01154052337015675,0.0197030021844505,0.0016890318131852922,0.0087295315932666,0.015061077880254948,0.0012200597601427178,0.0035975461239975753,0.0008125260536287327,-0.0003308090544552582,0.002596574522041507,0.0,0.0,0.0,0.0,0.0,0.0023723471688244253,0.00587265834240049,0.001059998796633585,0.0004801928509605087,0.004310482750578809,0.020336358908251154,0.025676175041934066,0.0019228118042095006,0.017241899337307038,0.026007423695532182,0.021824121261560536,0.0837530094827553,0.02062728652973755,-0.01440727465055275,0.05739503938368908,0.01535710765258568,0.03880626573889267,0.009712546336420253,-0.006177044997323144,0.02964599889580535,0.007684123142557169,0.014171866725289738,0.0024637867718767205,0.0020383909400307565,0.011387906723837644,0.0,0.0,0.0,0.0,0.0,0.0012494730918041382,0.002893431024492086,0.0008151029082177539,-0.0008138000008425233,0.0022933053943712863,-0.06762677937957323,-0.06762677937957323,1.3877787807814457e-17,-0.06762677937957323,-0.06762677937957323,2022
