,State,Total_posterior,Total_prior,Total_std,ONG_max,ONG_prior,ONG_std,ONG_min,ONG_posterior,Total_min,Total_max,Total_ExclSoilAbs_posterior,Total_ExclSoilAbs_prior,Total_ExclSoilAbs_std,Total_ExclSoilAbs_min,Total_ExclSoilAbs_max,Oil_posterior,Oil_prior,Oil_std,Oil_min,Oil_max,Gas_posterior,Gas_prior,Gas_std,Gas_min,Gas_max,Coal_posterior,Coal_prior,Coal_std,Coal_min,Coal_max,Livestock_posterior,Livestock_prior,Livestock_std,Livestock_min,Livestock_max,Landfills_posterior,Landfills_prior,Landfills_std,Landfills_min,Landfills_max,Wastewater_posterior,Wastewater_prior,Wastewater_std,Wastewater_min,Wastewater_max,Rice_posterior,Rice_prior,Rice_std,Rice_min,Rice_max,OtherAnth_posterior,OtherAnth_prior,OtherAnth_std,OtherAnth_min,OtherAnth_max,BiomassBurn_posterior,BiomassBurn_prior,BiomassBurn_std,BiomassBurn_min,BiomassBurn_max,Reservoirs_posterior,Reservoirs_prior,Reservoirs_std,Reservoirs_min,Reservoirs_max,Wetlands_posterior,Wetlands_prior,Wetlands_std,Wetlands_min,Wetlands_max,Termites_posterior,Termites_prior,Termites_std,Termites_min,Termites_max,Lakes_posterior,Lakes_prior,Lakes_std,Lakes_min,Lakes_max,Seeps_posterior,Seeps_prior,Seeps_std,Seeps_min,Seeps_max,SoilAbsorb_posterior,SoilAbsorb_prior,SoilAbsorb_std,SoilAbsorb_min,SoilAbsorb_max,Year
0,Alabama,1.018336904638855,0.9039549749763948,0.06597027208354073,0.1568538408195167,0.12607289056936294,0.009530613569461723,0.11409282017804077,0.1342670431513313,0.8843522427020241,1.1905184872475378,1.052209384377251,0.9378274690916061,0.06597025231618553,0.9182247633530949,1.2243909238227586,0.0007628114571477353,0.0008858691128305369,9.407238583155189e-05,0.0005338241153599796,0.0008649118600492005,0.13350423169418357,0.1251870214565324,0.009436541183630172,0.1135589960626808,0.1559889289594675,0.19370701454232553,0.1859972138933222,0.017484538227787835,0.1549630020263805,0.2304905865117586,0.10929546543781897,0.0984792289878575,0.0035470794361185517,0.10372354514457854,0.12094257119743411,0.2033159314558689,0.15922949631411515,0.018257583160548013,0.17417573854243287,0.25638006342457037,0.03937201537820824,0.034523155586470566,0.002094906378465385,0.0362860279511526,0.04536599671234585,0.0,0.0,0.0,0.0,0.0,0.011846604543182829,0.010455876634348332,0.0008201512157124473,0.010492392622337582,0.014099272422410242,0.003760707533854401,0.003422326204665009,0.00011406792676891393,0.0036044126906786367,0.004217660668880886,0.1673342792575569,0.12991308890244518,0.012091401420720113,0.144910944620774,0.20229898232491467,0.17551980080585128,0.17769799872630399,0.01314773912896396,0.14179991955725957,0.19808824017687596,0.011075869345599313,0.009773967285553485,0.00045266702779665037,0.010438353554486534,0.01255374360065588,0.0,0.0,0.0,0.0,0.0,0.0027144682733790046,0.002262149572679141,0.00017964834725116562,0.002434785369611902,0.003225936319888926,-0.03387260987598755,-0.03387260987598755,6.938893903907228e-18,-0.03387260987598755,-0.03387260987598755,2023
1,Arizona,0.012597286413844494,0.16197064949108217,0.06694944100099266,0.03974613166383828,0.04677288089710662,0.007726927416112233,0.012142318290249485,0.027584487878530642,-0.1412941988685973,0.10952484550768815,0.13427762987988398,0.2836509830274373,0.06694943690275551,-0.01961384740924345,0.2312051823397924,3.29064685663658e-06,5.80562929726804e-06,1.9323567805025525e-06,-1.6613192378696188e-06,5.19918537727952e-06,0.027581197231674005,0.046767075267809356,0.007724995059331731,0.012143979609487354,0.039740932478461,0.001563474212848148,0.0011672580582331536,0.00042082468753217093,0.0011880439282219556,0.0028134766408263157,0.049672334686843435,0.11337552836401105,0.03267945408997758,-0.030298231740573126,0.09264220556571627,0.02572104049876235,0.06691156959941394,0.01604598131790752,-0.006939156307696191,0.05182001932227962,0.0039166318299525,0.008195026175850285,0.0013004042184546513,0.0017357697500397222,0.006465757018649533,0.0,0.0,0.0,0.0,0.0,0.0026298918954989333,0.0058820310190456655,0.001178029899170322,0.00042569756409128356,0.004647378702064545,0.0016729198114745106,0.0025075042187144973,0.0006210123592949371,-0.00010108292573072349,0.0022748988662516408,0.006913053838554106,0.018015326890641246,0.004724213227492229,-0.004950687599449841,0.013618679689481578,0.004187339305954171,0.0064991661791521564,0.0014110691241153988,0.00035077099966981945,0.0057727873338597495,0.0096061116047555,0.013376648803446517,0.002083415883952194,0.0042430007444439,0.0121234912144578,0.0,0.0,0.0,0.0,0.0,0.0008103731791197479,0.0009481137453258996,0.00010451933461851971,0.0005178763269066035,0.0009058420320422206,-0.12168035579422035,-0.12168035579422035,0.0,-0.12168035579422035,-0.12168035579422035,2023
2,Arkansas,0.9199711749011971,0.8264261768447387,0.07042314488674638,0.23967061450791804,0.13554185808359406,0.019048313583279502,0.14793643985350508,0.17813148371654294,0.7797141910191471,1.1078111518500908,0.9572960033301278,0.8637510679266212,0.07042312859204032,0.8170390022657846,1.1451358867672266,0.005708604835775717,0.0066164179071074615,0.0012798553942381433,0.0021142662154023445,0.006815629593847614,0.17242287888076724,0.1289254401764866,0.01776845818904136,0.14582217363810274,0.23285498491407042,0.019393486380116884,0.012552219672289752,0.002893719036242959,0.015081100561686874,0.028605141809672073,0.15435513294774617,0.1290031281694805,0.008461259846752599,0.14318134127379492,0.18596156520588616,0.07116541402620646,0.057746650483040486,0.00729141892613778,0.06290846728188397,0.10167022275626238,0.01503804531002423,0.01353539242238339,0.0008159591653021857,0.013206447650706042,0.017149605451003722,0.18950530851948355,0.2041351701469362,0.025830058025128073,0.12521655353127498,0.22443981616769462,0.009677422730515495,0.009209953935049356,0.0008529172236939755,0.007618757999329463,0.011575459831039263,0.015531358180996274,0.016160809774963307,0.001845981962516239,0.010908660375541043,0.01825553152824926,0.08209548497351782,0.0683971817857519,0.006958514587138657,0.06332894513686207,0.09931754518410386,0.20392281477899232,0.20062454609387703,0.01699131212651521,0.16103425417229758,0.2358058745698287,0.012697849288194153,0.011767570616375659,0.000866392423384793,0.010710157141240826,0.014692517011084576,0.0,0.0,0.0,0.0,0.0,0.005782346331385729,0.005076729463043468,0.00030465561015101156,0.005202077646735958,0.006761066388679229,-0.03732490430024514,-0.03732490430024514,0.0,-0.03732490430024514,-0.03732490430024514,2023
3,California,1.594564499683323,1.706480435265286,0.21974528903826224,0.23291646392344348,0.22703541964658053,0.024310611317840132,0.13880815718056813,0.18665725849868836,1.166510559521592,2.0254530285939727,1.7251766148088465,1.8370925721451847,0.21974528079974803,1.2971226599791779,2.1560651306399707,0.08065639027656721,0.07702335478445445,0.006225105428980273,0.06826266682168153,0.09765443632957119,0.10600086822212117,0.15001206486212607,0.01808550588885986,0.0705454903588866,0.1352620275938723,0.0,0.0,0.0,0.0,0.0,0.9307778931123476,0.7740004766837227,0.08764571130346953,0.7305253798359482,1.106820967180001,0.2704274677995257,0.3762443977646289,0.050012235636574705,0.18741924287624753,0.3591091156255276,0.03460375827907277,0.04812671989303947,0.004931124514327225,0.02673844205986827,0.04346099381476282,0.08967234788853883,0.14509680064707492,0.01055941061959002,0.07228532631880426,0.10508822780166124,0.02498059140118091,0.03288464116332248,0.004268124208906821,0.016569113071152913,0.03219517459831861,0.07575551122106966,0.023996471438095992,0.027621979035484957,0.026823392499036407,0.1366790807419199,0.03218413034513744,0.06952184511888881,0.012394896962102652,0.009936810275121947,0.05259332860593295,0.03787295461726893,0.06079888164759083,0.015496340056513448,-0.001990156818207089,0.05417736649657143,0.01209491658364376,0.016686305953295944,0.004784923270468355,-0.000341643168422082,0.017850374441730626,0.0,0.0,0.0,0.0,0.0,0.030149370981808424,0.06269992146636372,0.022759088861805197,-0.029960371424330074,0.05221682352961339,-0.13061201742804746,-0.13061201742804746,0.0,-0.13061201742804746,-0.13061201742804746,2023
4,Colorado,0.8193304725500228,0.7148576930805315,0.09057716179413425,0.4508868157237657,0.310286731486395,0.03293888423993158,0.3090389054295211,0.3666251754031868,0.6351815706653516,1.0451920715627243,0.8990548832428924,0.7945821158375165,0.09057715211915263,0.7149060427458463,1.1249164824621452,0.0491806184673164,0.037433619637301054,0.003319578257307434,0.044504806663882214,0.06027999156749924,0.31744455693587037,0.27285311184909394,0.029619305982624147,0.2645340987656389,0.39060682415626646,0.02591557127655418,0.04110766442895882,0.007636549305354242,0.008972898347344558,0.036442350566251856,0.31293005402348306,0.24511649726081872,0.030740373139090397,0.2744136375727105,0.4081982287489379,0.07405457111465207,0.0776003937083959,0.01239416120089336,0.04352826914081062,0.09021513480840815,0.01269688676604919,0.012681126670699414,0.001261861375482949,0.009826524372391843,0.014661197570025174,0.0,0.0,0.0,0.0,0.0,0.011941844517316547,0.010986779124754022,0.0013928719710518203,0.00872954612723716,0.014880704191011576,0.0005621349394519187,0.0007234508955793447,0.00014903205007215688,0.0002132130550057613,0.0007528246339711096,0.00643138470769578,0.008084259565115298,0.0008225364278495947,0.005266945644801955,0.00801655576693943,0.032675701869338436,0.034329276817862624,0.00614787626316531,0.017779758191994597,0.04251561270078834,0.021632930686024357,0.019120031335436303,0.0029658225536293176,0.01549304365572578,0.02886857240481863,0.0,0.0,0.0,0.0,0.0,0.03358867163377111,0.034545941014466,0.004912546934407026,0.02164104213126556,0.03850331837020446,-0.07972450041315449,-0.07972450041315449,0.0,-0.07972450041315449,-0.07972450041315449,2023
5,Connecticut,0.057641053710104195,0.04798941054494692,0.005292084544419771,0.010403524141047352,0.007159422537095955,0.0008600686238374488,0.007532293316915647,0.008810030289601077,0.05006037717096099,0.06810897967608302,0.059731765211415676,0.05008012868673624,0.005292081067021705,0.052151094262865114,0.07019968547830166,0.0,0.0,0.0,0.0,0.0,0.008810030289601077,0.007159422537095955,0.0008600686238374488,0.007532293316915647,0.010403524141047352,0.0,0.0,0.0,0.0,0.0,0.0033632966458154315,0.00313784824036916,0.00017072495182957227,0.003155636966405794,0.0037464855424057157,0.006600198076275403,0.006148434012097836,0.00032134406114912487,0.006193606449284642,0.0072915484498539225,0.0038761837469723876,0.003177874154460176,0.00037482825578697646,0.003334978599857241,0.0046125242729842175,0.0,0.0,0.0,0.0,0.0,0.003599478371246091,0.002972768545959795,0.00033529665351931766,0.00311111590750556,0.004244983982787823,2.829974713063579e-05,2.3418257001493144e-05,2.790186726987036e-06,2.450636711615961e-05,3.434662990141527e-05,0.0,0.0,0.0,0.0,0.0,0.032960982162976896,0.02705878321167613,0.003187682031183126,0.02837664485197795,0.039279152656787754,0.0004933193966124414,0.0004015976082926924,4.863399229430457e-05,0.0004223309403468201,0.000587147229067407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002090728540076349,-0.002090728540076349,4.336808689942018e-19,-0.002090728540076349,-0.002090728540076349,2023
6,Delaware,0.045470066908221175,0.06236285960997195,0.012636596819784324,0.0010742111681004275,0.0011096202662473661,0.00020793642102999514,0.0003350291783035037,0.0008426033797289765,0.014314926442599955,0.05968778510161716,0.04719809142090278,0.06409088108611476,0.012636596297690003,0.016042951471377645,0.061415808434067375,0.0,0.0,0.0,0.0,0.0,0.0008426033797289765,0.0011096202662473661,0.00020793642102999514,0.0003350291783035037,0.0010742111681004275,0.0,0.0,0.0,0.0,0.0,0.0029298463924827415,0.003749451302088754,0.0006551586682385047,0.0013422828688473755,0.0036487839942071615,0.007405544943056622,0.00904934324905123,0.001486894081094884,0.0038337247193650963,0.009317194575967693,0.0031845565105933535,0.005362788432939979,0.0015043401174734577,-0.00044826876601835745,0.004914255370121796,0.0,0.0,0.0,0.0,0.0,0.0004108289457939498,0.0005235502339567729,9.542238215892077e-05,0.00017868596684651768,0.0005211150769140291,3.4732414526076685e-05,4.6407018345543846e-05,9.13230646257919e-06,1.2392557921822922e-05,4.496338138800686e-05,0.0,0.0,0.0,0.0,0.0,0.03219537845234073,0.04399777592823875,0.008648990706539766,0.01070815908920306,0.04207157110186892,0.00019463669735657002,0.00025199850731288703,4.534870353381401e-05,8.094763955137687e-05,0.0002442397748469122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017280223964779165,-0.0017280223964779163,0.0,-0.0017280223964779163,-0.0017280223964779163,2023
7,Florida,1.6843300613202534,1.0945423190517591,0.24677553975083152,0.09519593359349811,0.039724658778703105,0.0115442033359448,0.044896706341130896,0.06603966613133024,1.2256652032326874,2.394038176546597,1.7011601958869411,1.1113725575577225,0.2467754937593038,1.2424954375610402,2.410868334910257,2.8284017667321144e-05,1.9915143166907188e-05,5.566225239259331e-06,2.181912722840392e-05,4.334142957840665e-05,0.06601138211366292,0.0397047436355362,0.01153863711070554,0.044874887213902495,0.0951525921639197,0.0,0.0,0.0,0.0,0.0,0.25757588675767157,0.14319172117021248,0.0557926123609969,0.1619601669035036,0.42523315124492406,0.3999731732435726,0.24515370086703692,0.059474276488946785,0.2872037070066274,0.571042852399897,0.02237577226945603,0.014426525502708707,0.003866143869916008,0.01618399411385337,0.03600934795020802,0.0,0.0,0.0,0.0,0.0,0.025641563332038313,0.014530561324228794,0.00516846282373773,0.01656722242198164,0.04172387897682068,0.018039298532456834,0.01115242158014493,0.003336980164509426,0.012439651912840606,0.029361586379042705,0.001878955625760792,0.0015835717782548013,0.0002129265241862944,0.0016699541878525293,0.002490285741618937,0.9000588318261209,0.635272779240671,0.10784286272048443,0.6947015827919815,1.194882586806014,0.009377810775378508,0.00622469409001591,0.001574925021761306,0.006749366605656979,0.015232202491372042,0.0,0.0,0.0,0.0,0.0,0.00019947021295493855,0.00011207830768566989,4.7726440276114886e-05,0.00012324289426664364,0.00035265100879640755,-0.016830250938159805,-0.016830250938159805,0.0,-0.016830250938159805,-0.016830250938159805,2023
8,Georgia,1.0250719144029403,0.7597926483934117,0.07896395117475746,0.07892713137992266,0.03692154294170879,0.007838334908968984,0.04521298079539701,0.06222105212746051,0.8618244019436769,1.2328286407300029,1.066419720998031,0.8011404537541862,0.07896395435902281,0.9031722059391372,1.2741764302748355,0.0,0.0,0.0,0.0,0.0,0.06222105212746051,0.03692154294170879,0.007838334908968984,0.04521298079539701,0.07892713137992266,0.0,0.0,0.0,0.0,0.0,0.15324976010020896,0.12057516478671484,0.008152230605219175,0.13565036357048682,0.17399265858857121,0.33844576498852497,0.21217594301852954,0.038551400813669666,0.25707729221452263,0.42990665616519963,0.024885531536641796,0.015719054950465883,0.0027998556292892075,0.019057725510854454,0.031844037906871174,7.165080863226856e-15,4.861810626807396e-15,5.641856945407653e-16,6.0422782995212454e-15,8.962616717252414e-15,0.020046572097894726,0.013353195989079393,0.0019503049050125188,0.015772582656543493,0.02439385338039897,0.006514391184916313,0.005511735591651451,0.00027593374405078086,0.006007252920881749,0.007443534501360624,0.10253548203393718,0.07410908011934399,0.008435504640937105,0.08562836394855003,0.12342623054895324,0.3446526000501916,0.3124968978869599,0.013587148808392754,0.32157921069834217,0.3971277523798135,0.013601897433295655,0.010065536535699075,0.0010460506018441476,0.011495387200267637,0.01619462579496214,0.0,0.0,0.0,0.0,0.0,0.0002664863817151219,0.00021223419189846552,1.0240294278220119e-05,0.00024403574294359226,0.0002801235845653561,-0.0413478842542765,-0.041347884254276504,0.0,-0.041347884254276504,-0.041347884254276504,2023
9,Idaho,0.20781110635278782,0.436819496687737,0.08130211397829899,0.012636561522632532,0.015394637648537518,0.0027264063814074584,0.002484895553658838,0.00847110749812994,0.04340944482015931,0.3390721541422459,0.2754379205025296,0.504446335335327,0.08130211744964802,0.1110362619175418,0.40669897886124123,0.0,0.0,0.0,0.0,0.0,0.00847110749812994,0.015394637648537518,0.0027264063814074584,0.002484895553658838,0.012636561522632532,0.0,0.0,0.0,0.0,0.0,0.205658180790704,0.3163874131969193,0.02992734043224693,0.14955788053143734,0.2607575129447598,0.014060724687845437,0.0197030021844505,0.0011184200455502122,0.012180334843836831,0.016489695296136527,0.0018976155271844834,0.0035975461239975753,0.0006184143949110963,0.0006111239546503973,0.002894652575064518,0.0,0.0,0.0,0.0,0.0,0.0028159265858425262,0.0058726581622543066,0.0011712529888212048,0.0005059512447310738,0.004670188434729913,0.0025693235736698973,0.0038663866743454,0.0005854686430135092,0.0012286987752617943,0.003417291253199421,0.014127095870112117,0.0837530094827553,0.03151370069498189,-0.04992054821654067,0.06000976253994253,0.014814179224393686,0.03880626623535634,0.01168184285908884,-0.01180328266573611,0.030986361275657376,0.009261644904074029,0.014171866725289738,0.0021903851582111937,0.003969104310154621,0.012311770690653798,0.0,0.0,0.0,0.0,0.0,0.0017620088379881453,0.002893431024492086,0.0006713791325418186,-2.5553407237607905e-06,0.0025250806858259462,-0.06762677776835509,-0.06762677776835509,0.0,-0.06762677776835509,-0.06762677776835509,2023
